,Island,P.locat,NP,GP,BFj,BUj,lon,lat,site,LCC,,site2
12,Palau,outer,12.41833154,12.37217407,0.010844847,0,134.57701,7.77253,2,413,,134.57701
10,Palau,outer,13.48157873,13.42726698,0.002690567,0,134.57701,7.77253,2,370,,134.57701
8,Palau,outer,14.30513399,14.24961258,0.001480909,0,134.57701,7.77253,2,390,,134.57701
9,Palau,outer,15.87833271,15.83669264,0.015362246,0,134.57701,7.77253,2,521,,134.57701
7,Palau,outer,17.02852454,16.97152223,0,0,134.57701,7.77253,2,516,,134.57701
38,Palau,outer,0.387134759,0.336609738,0.006477293,0,134.63663,7.57015,7,13,,134.63663
37,Palau,outer,0.997063045,0.972825472,0.032764742,0,134.63663,7.57015,7,29,,134.63663
40,Palau,outer,2.995505938,2.941451831,0.002948208,0,134.63663,7.57015,7,92,,134.63663
39,Palau,outer,4.046414849,3.992145644,0.00273311,0,134.63663,7.57015,7,138,,134.63663
41,Palau,outer,4.376214191,4.401364301,0.082099064,5.34E-05,134.63663,7.57015,7,138,,134.63663
42,Palau,outer,5.839142716,5.786266311,0.004125911,0,134.63663,7.57015,7,179,,134.63663
36,Palau,outer,1.176655006,1.135946514,0.015624945,0.000668878,134.63667,7.4636,6,44,,134.63667
35,Palau,outer,1.72282977,1.666887081,0.000851576,0.00020805,134.63667,7.4636,6,59,,134.63667
33,Palau,outer,1.741599762,1.685181942,0,0.000584495,134.63667,7.4636,6,69,,134.63667
34,Palau,outer,2.051480117,1.998123297,0.002753111,0.000892383,134.63667,7.4636,6,73,,134.63667
32,Palau,outer,2.106176942,2.088221171,0.036140551,0.002905993,134.63667,7.4636,6,166,,134.63667
31,Palau,outer,3.443305472,3.558153173,0.170043571,0.001806445,134.63667,7.4636,6,126,,134.63667
168,Yap,outer,14.38659213,14.33908741,0.011789256,0,138.0388056,9.446087706,4,361,,138.0388056
166,Yap,outer,16.19744477,16.14252198,0.00435039,2.08E-05,138.0388056,9.446087706,4,479,,138.0388056
167,Yap,outer,18.89045774,18.8340428,0.002874883,4.16E-06,138.0388056,9.446087706,4,361,,138.0388056
164,Yap,outer,20.15763118,20.09941384,0.001076646,0,138.0388056,9.446087706,4,442,,138.0388056
165,Yap,outer,23.68174504,23.62904086,0.006589801,0,138.0388056,9.446087706,4,585,,138.0388056
163,Yap,outer,27.47508499,27.41868597,0.002894967,0,138.0388056,9.446087706,4,640,,138.0388056
158,Yap,outer,1.630014254,1.574340253,0.003599176,2.08E-05,138.0446383,9.424008859,3,62,,138.0446383
161,Yap,outer,4.343482908,4.286082636,0.001418498,0.00047521,138.0446383,9.424008859,3,120,,138.0446383
157,Yap,outer,4.464140255,4.41175,0.006532619,0.000371108,138.0446383,9.424008859,3,132,,138.0446383
162,Yap,outer,4.676068679,4.617053616,0,0.000278919,138.0446383,9.424008859,3,129,,138.0446383
159,Yap,outer,5.009400375,4.956490283,0.005671609,0.00071228,138.0446383,9.424008859,3,132,,138.0446383
160,Yap,outer,5.019926691,4.971692345,0.011059636,0,138.0446383,9.424008859,3,174,,138.0446383
249,Yap,inner,5.632597822,5.578729544,0.005425703,0,138.0476454,9.427776234,18,244,,138.0476454
250,Yap,inner,6.050073652,5.995257246,0.004477575,0,138.0476454,9.427776234,18,227,,138.0476454
252,Yap,inner,6.819700384,6.762628574,0.002222172,0,138.0476454,9.427776234,18,317,,138.0476454
248,Yap,inner,9.428816422,9.378108402,0.008585961,0,138.0476454,9.427776234,18,397,,138.0476454
247,Yap,inner,10.98304071,10.92506462,0.001317899,0,138.0476454,9.427776234,18,333,,138.0476454
251,Yap,inner,11.34359738,11.28673171,0.002428304,0,138.0476454,9.427776234,18,485,,138.0476454
152,Yap,outer,10.22754854,10.16837728,0.000122718,0,138.0857541,9.556642235,2,581,,138.0857541
156,Yap,outer,10.88915526,10.84177118,0.011909898,0,138.0857541,9.556642235,2,479,,138.0857541
151,Yap,outer,10.91667637,10.85936814,0.001985748,0,138.0857541,9.556642235,2,462,,138.0857541
154,Yap,outer,11.80765984,11.74836586,0,0,138.0857541,9.556642235,2,486,,138.0857541
153,Yap,outer,12.16505442,12.10596248,0.00020205,0,138.0857541,9.556642235,2,580,,138.0857541
155,Yap,outer,12.71893166,12.66216466,0.002526976,0,138.0857541,9.556642235,2,504,,138.0857541
233,Yap,inner,7.484617101,7.429616382,0.004293262,0,138.0882422,9.466456198,15,326,,138.0882422
231,Yap,inner,10.12181942,10.06939896,0.006873517,0,138.0882422,9.466456198,15,372,,138.0882422
229,Yap,inner,10.23194941,10.17456144,0.001906017,0,138.0882422,9.466456198,15,343,,138.0882422
234,Yap,inner,10.83335889,10.78693793,0.012873016,0,138.0882422,9.466456198,15,417,,138.0882422
230,Yap,inner,12.98990647,12.93336493,0.002752444,0,138.0882422,9.466456198,15,380,,138.0882422
232,Yap,inner,16.38666182,16.32806549,0.000697653,0,138.0882422,9.466456198,15,516,,138.0882422
268,Yap,inner,5.879256096,5.819962115,0,0,138.0904417,9.554538176,21,225,,138.0904417
270,Yap,inner,9.161990704,9.102696723,0,0,138.0904417,9.554538176,21,289,,138.0904417
269,Yap,inner,11.53822694,11.58748,0.10854705,0,138.0904417,9.554538176,21,353,,138.0904417
267,Yap,inner,15.3870824,15.33246396,0.004675544,0,138.0904417,9.554538176,21,433,,138.0904417
265,Yap,inner,15.49810568,15.61460166,0.175789958,0,138.0904417,9.554538176,21,410,,138.0904417
266,Yap,inner,24.26423743,24.42870424,0.22376079,0,138.0904417,9.554538176,21,642,,138.0904417
190,Yap,outer,2.317143992,2.296969942,0.010169013,0.028950919,138.0904451,9.454119365,8,87,,138.0904451
187,Yap,outer,3.302097642,3.250190624,0.006391626,0.000995337,138.0904451,9.454119365,8,132,,138.0904451
189,Yap,outer,3.573692295,3.533739217,0.004870666,0.014470237,138.0904451,9.454119365,8,136,,138.0904451
188,Yap,outer,3.769139485,3.725284584,0.015290747,0.000148333,138.0904451,9.454119365,8,125,,138.0904451
191,Yap,outer,3.858204793,3.828897105,0.012935147,0.017051147,138.0904451,9.454119365,8,133,,138.0904451
192,Yap,outer,4.493468263,4.443391662,0.000959839,0.008257541,138.0904451,9.454119365,8,143,,138.0904451
210,Yap,inner,6.261218234,6.207189034,0.005264781,0,138.1122773,9.477987567,11,234,,138.1122773
205,Yap,inner,14.18276422,14.12989783,0.006427588,0,138.1122773,9.477987567,11,509,,138.1122773
206,Yap,inner,14.52384705,14.47482525,0.01027218,0,138.1122773,9.477987567,11,556,,138.1122773
207,Yap,inner,17.54441426,17.4941757,0.00905542,0,138.1122773,9.477987567,11,635,,138.1122773
209,Yap,inner,18.98174221,18.92628273,0.003834505,0,138.1122773,9.477987567,11,681,,138.1122773
208,Yap,inner,20.03770363,19.98416708,0.005757434,0,138.1122773,9.477987567,11,674,,138.1122773
171,Yap,outer,-9.759811739,16.91187321,26.73097894,0,138.1215935,9.603049209,5,513,,138.1215935
174,Yap,outer,13.30553869,13.25571963,0.009474923,0,138.1215935,9.603049209,5,412,,138.1215935
173,Yap,outer,15.10422549,15.17291744,0.127985936,0,138.1215935,9.603049209,5,472,,138.1215935
170,Yap,outer,19.10911075,19.05690778,0.007091011,0,138.1215935,9.603049209,5,571,,138.1215935
169,Yap,outer,20.67649409,20.62476085,0.00756074,0,138.1215935,9.603049209,5,566,,138.1215935
172,Yap,outer,24.04579996,23.99743809,0.010932116,0,138.1215935,9.603049209,5,595,,138.1215935
150,Yap,outer,3.316149693,3.268712732,0.001851853,0.010005167,138.1235213,9.48211674,1,117,,138.1235213
146,Yap,outer,3.748366239,3.692556426,0.002162174,0.001321995,138.1235213,9.48211674,1,163,,138.1235213
149,Yap,outer,4.615817926,4.563339816,0.001222422,0.005593449,138.1235213,9.48211674,1,164,,138.1235213
145,Yap,outer,4.6352024,4.577995859,0.00161223,0.00047521,138.1235213,9.48211674,1,201,,138.1235213
147,Yap,outer,6.924517652,6.873582343,0.003908282,0.004450391,138.1235213,9.48211674,1,293,,138.1235213
148,Yap,outer,9.753964296,9.698988011,0.001793065,0.002524631,138.1235213,9.48211674,1,419,,138.1235213
282,Yap,inner,0.059293981,0,0,0,138.1284576,9.595938038,23,0,,138.1284576
280,Yap,inner,0.334993752,0.2808,0.005100229,0,138.1284576,9.595938038,23,18,,138.1284576
279,Yap,inner,1.077471905,1.032381551,0.014203627,0,138.1284576,9.595938038,23,82,,138.1284576
278,Yap,inner,1.144124378,1.097778265,0.012947869,0,138.1284576,9.595938038,23,87,,138.1284576
277,Yap,inner,2.027363235,1.994912184,0.02684293,0,138.1284576,9.595938038,23,95,,138.1284576
281,Yap,inner,2.2146151,2.15922208,0.003900962,0,138.1284576,9.595938038,23,74,,138.1284576
274,Yap,inner,3.004604352,2.94534524,3.49E-05,0,138.1285121,9.59956953,22,196,,138.1285121
273,Yap,inner,5.14545938,5.086373128,0.000207729,0,138.1285121,9.59956953,22,288,,138.1285121
271,Yap,inner,6.417501696,6.358207714,0,0,138.1285121,9.59956953,22,232,,138.1285121
276,Yap,inner,9.195251892,9.13595791,0,0,138.1285121,9.59956953,22,426,,138.1285121
275,Yap,inner,13.75739606,13.69810208,0,0,138.1285121,9.59956953,22,249,,138.1285121
272,Yap,inner,18.80537506,18.74608108,0,0,138.1285121,9.59956953,22,356,,138.1285121
226,Yap,inner,1.952596822,1.987518715,0.094215874,0,138.1288773,9.520087035,14,507,,138.1288773
223,Yap,inner,1.95897529,1.905195455,0.005514146,0,138.1288773,9.520087035,14,459,,138.1288773
227,Yap,inner,2.063105046,2.167893088,0.164082024,0,138.1288773,9.520087035,14,510,,138.1288773
228,Yap,inner,2.57214498,2.716667593,0.203816595,0,138.1288773,9.520087035,14,770,,138.1288773
225,Yap,inner,2.750086968,2.691970615,0.001177628,0,138.1288773,9.520087035,14,763,,138.1288773
224,Yap,inner,3.809721134,3.768883384,0.018456231,0,138.1288773,9.520087035,14,908,,138.1288773
246,Yap,inner,6.12801166,6.077757838,0.009040159,0,138.1316788,9.608307339,17,348,,138.1316788
244,Yap,inner,7.732809519,7.687547919,0.014032382,0,138.1316788,9.608307339,17,269,,138.1316788
245,Yap,inner,8.358244642,8.32925709,0.030306429,0,138.1316788,9.608307339,17,308,,138.1316788
243,Yap,inner,11.00250585,10.95162823,0.008416367,0,138.1316788,9.608307339,17,462,,138.1316788
242,Yap,inner,11.12033467,11.07550277,0.014462086,0,138.1316788,9.608307339,17,251,,138.1316788
241,Yap,inner,17.41338527,17.36258381,0.008492517,0,138.1316788,9.608307339,17,363,,138.1316788
194,Yap,outer,0.059293981,0,0,0,138.1323582,9.619109714,9,0,,138.1323582
193,Yap,outer,8.692109915,8.635509662,0.002693729,0,138.1323582,9.619109714,9,396,,138.1323582
196,Yap,outer,13.61071838,13.5563115,0.004887098,0,138.1323582,9.619109714,9,519,,138.1323582
198,Yap,outer,16.11475587,16.06166463,0.006202744,0,138.1323582,9.619109714,9,574,,138.1323582
197,Yap,outer,18.33575276,18.27867357,0.002214795,0,138.1323582,9.619109714,9,530,,138.1323582
195,Yap,outer,18.99401752,18.94491442,0.010190878,0,138.1323582,9.619109714,9,643,,138.1323582
260,Yap,inner,3.729293809,3.675541096,0.005541269,0,138.1328769,9.618288482,20,172,,138.1328769
263,Yap,inner,4.997195041,4.941354378,0.003453319,0,138.1328769,9.618288482,20,275,,138.1328769
262,Yap,inner,5.798575387,5.739349905,6.85E-05,0,138.1328769,9.618288482,20,374,,138.1328769
259,Yap,inner,6.655318154,6.609742367,0.013718194,0,138.1328769,9.618288482,20,230,,138.1328769
261,Yap,inner,8.768648429,8.721251785,0.011897338,0,138.1328769,9.618288482,20,385,,138.1328769
264,Yap,inner,10.22797576,10.18596561,0.017283829,0,138.1328769,9.618288482,20,558,,138.1328769
257,Yap,inner,1.293633142,1.234848906,0.000509745,0,138.1595346,9.607155065,19,322,,138.1595346
258,Yap,inner,2.002921692,1.945875716,0.002248006,0,138.1595346,9.607155065,19,389,,138.1595346
254,Yap,inner,2.191393033,2.133836196,0.001737144,0,138.1595346,9.607155065,19,370,,138.1595346
255,Yap,inner,2.53104204,2.472413562,0.000665504,0,138.1595346,9.607155065,19,501,,138.1595346
253,Yap,inner,2.724169665,2.666205565,0.001329881,0,138.1595346,9.607155065,19,512,,138.1595346
256,Yap,inner,2.854675035,2.795838598,0.000457544,0,138.1595346,9.607155065,19,570,,138.1595346
216,Yap,inner,6.020125039,5.995213969,0.034382912,0,138.1603639,9.656828713,12,238,,138.1603639
213,Yap,inner,6.04289348,6.187848351,0.204248852,0,138.1603639,9.656828713,12,298,,138.1603639
214,Yap,inner,9.021065483,9.649178929,0.687407428,0,138.1603639,9.656828713,12,329,,138.1603639
211,Yap,inner,9.493969116,9.455906358,0.021231224,0,138.1603639,9.656828713,12,328,,138.1603639
215,Yap,inner,9.794629905,9.735335923,0,0,138.1603639,9.656828713,12,321,,138.1603639
212,Yap,inner,12.53083376,12.69920945,0.227669676,0,138.1603639,9.656828713,12,398,,138.1603639
283,Yap,inner,2.909817258,2.853827275,0.003303999,0,138.1814788,9.588053443,24,258,,138.1814788
288,Yap,inner,3.690770004,4.207700878,0.576224856,0,138.1814788,9.588053443,24,260,,138.1814788
284,Yap,inner,4.959068476,4.935704971,0.035930477,0,138.1814788,9.588053443,24,318,,138.1814788
286,Yap,inner,6.106874778,6.220043454,0.172462657,0,138.1814788,9.588053443,24,327,,138.1814788
287,Yap,inner,8.73991112,8.690800994,0.010183856,0,138.1814788,9.588053443,24,335,,138.1814788
285,Yap,inner,9.157159262,9.110779108,0.012913827,0,138.1814788,9.588053443,24,349,,138.1814788
236,Yap,inner,3.008294632,2.956407017,0.007406366,0,138.1854365,9.578985924,16,536,,138.1854365
238,Yap,inner,6.407713392,6.355060901,0.00664149,0,138.1854365,9.578985924,16,585,,138.1854365
237,Yap,inner,7.93418299,7.895119858,0.020230849,0,138.1854365,9.578985924,16,728,,138.1854365
235,Yap,inner,9.239462778,9.187510029,0.007341233,0,138.1854365,9.578985924,16,712,,138.1854365
239,Yap,inner,9.949119602,9.891060801,0.00123518,0,138.1854365,9.578985924,16,628,,138.1854365
240,Yap,inner,20.90138139,20.84564141,0.003553999,0,138.1854365,9.578985924,16,859,,138.1854365
182,Yap,outer,8.651731751,8.596462009,0.003970878,5.34E-05,138.1984362,9.591472086,7,256,,138.1984362
185,Yap,outer,10.77218077,10.71496662,0.002059023,2.08E-05,138.1984362,9.591472086,7,420,,138.1984362
183,Yap,outer,12.85372151,12.8084719,0.013836165,0.000208205,138.1984362,9.591472086,7,429,,138.1984362
181,Yap,outer,20.80358446,20.74480408,0,0.000513606,138.1984362,9.591472086,7,397,,138.1984362
186,Yap,outer,25.79767034,25.82546211,0.087002532,8.32E-05,138.1984362,9.591472086,7,501,,138.1984362
184,Yap,outer,39.05944436,39.15862004,0.158448545,2.11E-05,138.1984362,9.591472086,7,428,,138.1984362
176,Yap,outer,12.6090133,12.56220417,0.012276655,0.000208205,138.2008697,9.586949255,6,336,,138.2008697
179,Yap,outer,13.89206885,13.8399989,0.006052069,0.001171964,138.2008697,9.586949255,6,320,,138.2008697
177,Yap,outer,14.52956392,14.47361136,0.003320607,2.08E-05,138.2008697,9.586949255,6,242,,138.2008697
180,Yap,outer,15.28469589,15.23034819,0.004892924,5.34E-05,138.2008697,9.586949255,6,287,,138.2008697
178,Yap,outer,17.73510423,17.69181279,0.015062759,0.000939781,138.2008697,9.586949255,6,407,,138.2008697
175,Yap,outer,33.60642916,33.55829351,0.011104972,5.34E-05,138.2008697,9.586949255,6,420,,138.2008697
199,Yap,outer,8.424574435,8.373870923,0.00859047,0,138.2044227,9.580799434,10,399,,138.2044227
204,Yap,outer,11.05881869,10.99989384,0.000369125,0,138.2044227,9.580799434,10,546,,138.2044227
200,Yap,outer,11.22708098,11.1903111,0.022524103,0,138.2044227,9.580799434,10,489,,138.2044227
202,Yap,outer,11.72628873,11.83424333,0.167248581,0,138.2044227,9.580799434,10,345,,138.2044227
201,Yap,outer,16.69418962,16.71559587,0.080700232,0,138.2044227,9.580799434,10,328,,138.2044227
203,Yap,outer,18.96441625,19.00243631,0.097314045,0,138.2044227,9.580799434,10,506,,138.2044227
219,Yap,inner,3.944426379,3.898695047,0.013562649,0,138.2087718,9.555512586,13,170,,138.2087718
218,Yap,inner,4.92511386,4.869536839,0.003716961,0,138.2087718,9.555512586,13,294,,138.2087718
220,Yap,inner,7.166616326,7.114444336,0.007121992,0,138.2087718,9.555512586,13,412,,138.2087718
222,Yap,inner,7.389060283,7.338609193,0.008842891,0,138.2087718,9.555512586,13,418,,138.2087718
221,Yap,inner,7.602920106,7.647229903,0.103603779,0,138.2087718,9.555512586,13,309,,138.2087718
217,Yap,inner,12.86196017,12.87776684,0.075100651,0,138.2087718,9.555512586,13,339,,138.2087718
385,Pohnpei,patch,1.573524033,1.520809429,0.006660396,0,158.08464,6.93955,17,79,,158.08464
386,Pohnpei,patch,2.426317012,2.373356531,0.006414519,0,158.08464,6.93955,17,286,,158.08464
387,Pohnpei,patch,3.53291754,3.482383643,0.008841103,0,158.08464,6.93955,17,178,,158.08464
388,Pohnpei,patch,3.704203477,3.653849804,0.009021326,0,158.08464,6.93955,17,221,,158.08464
390,Pohnpei,patch,10.70926875,10.96370893,0.313815179,0,158.08464,6.93955,17,565,,158.08464
389,Pohnpei,patch,10.85715802,10.81746587,0.019682856,0,158.08464,6.93955,17,531,,158.08464
373,Pohnpei,patch,4.744412966,4.697841194,0.012803228,0,158.10551,6.89394,15,596,,158.10551
374,Pohnpei,patch,6.060757888,6.0071167,0.005733812,0,158.10551,6.89394,15,370,,158.10551
375,Pohnpei,patch,6.599582071,6.546857779,0.006650708,0,158.10551,6.89394,15,499,,158.10551
377,Pohnpei,patch,7.980446109,7.922243764,0.001172655,0,158.10551,6.89394,15,618,,158.10551
378,Pohnpei,patch,9.669953937,9.623057322,0.012478385,0,158.10551,6.89394,15,719,,158.10551
376,Pohnpei,patch,9.983037411,9.93364631,0.009983899,0,158.10551,6.89394,15,592,,158.10551
340,Pohnpei,inner,2.039504059,1.981408459,0.001279399,0,158.10828,6.92698,9,287,,158.10828
339,Pohnpei,inner,2.421434651,2.362059651,0,0,158.10828,6.92698,9,424,,158.10828
337,Pohnpei,inner,2.975357606,2.927912629,0.011930023,0,158.10828,6.92698,9,586,,158.10828
338,Pohnpei,inner,3.065502488,3.010179368,0.00405188,0,158.10828,6.92698,9,418,,158.10828
341,Pohnpei,inner,3.96417823,3.905410986,0.000607756,0,158.10828,6.92698,9,686,,158.10828
342,Pohnpei,inner,4.501184231,4.444400731,0.0025915,0,158.10828,6.92698,9,535,,158.10828
313,Pohnpei,outer,10.11019868,10.99604984,0.945226163,0,158.1203,6.97962,5,355,,158.1203
317,Pohnpei,outer,10.57935694,10.5213327,0.001350757,0,158.1203,6.97962,5,323,,158.1203
316,Pohnpei,outer,18.37207769,19.73592943,1.423226741,0,158.1203,6.97962,5,544,,158.1203
315,Pohnpei,outer,18.77389115,18.79796974,0.083453584,0,158.1203,6.97962,5,490,,158.1203
318,Pohnpei,outer,24.2259941,24.16976098,0.00235397,0.000787904,158.1203,6.97962,5,565,,158.1203
314,Pohnpei,outer,24.22727402,24.16822633,0.000327308,0,158.1203,6.97962,5,553,,158.1203
301,Pohnpei,outer,1.498023591,1.446222348,0.007520395,5.34E-05,158.1268,6.78354,3,87,,158.1268
302,Pohnpei,outer,2.403261351,2.344562605,0.000348275,0.000327979,158.1268,6.78354,3,103,,158.1268
304,Pohnpei,outer,3.382318224,3.380173953,0.057230729,0,158.1268,6.78354,3,125,,158.1268
303,Pohnpei,outer,4.479732546,4.425227453,0.004263009,0.000606898,158.1268,6.78354,3,159,,158.1268
306,Pohnpei,outer,4.635206924,4.581827431,0.004144706,0.001850801,158.1268,6.78354,3,169,,158.1268
305,Pohnpei,outer,8.692119695,8.695822865,0.06307817,0,158.1268,6.78354,3,202,,158.1268
379,Pohnpei,patch,7.352035607,7.306141481,0.013480874,0,158.12775,6.97252,16,664,,158.12775
380,Pohnpei,patch,8.260755296,8.211917004,0.010536708,0,158.12775,6.97252,16,584,,158.12775
382,Pohnpei,patch,8.723425514,8.66829024,0.004239726,0,158.12775,6.97252,16,548,,158.12775
381,Pohnpei,patch,14.00019977,13.94479482,0.003970055,0,158.12775,6.97252,16,679,,158.12775
383,Pohnpei,patch,15.5139927,15.45936122,0.004743523,0,158.12775,6.97252,16,868,,158.12775
384,Pohnpei,patch,17.70717201,17.65380005,0.00600304,0,158.12775,6.97252,16,819,,158.12775
419,Pohnpei,patch,5.594982045,5.54203013,0.006423085,0,158.1331,6.97768,22,636,,158.1331
416,Pohnpei,patch,7.206767438,7.150238645,0.002846207,0,158.1331,6.97768,22,689,,158.1331
417,Pohnpei,patch,8.870735578,8.816665958,0.00530538,0,158.1331,6.97768,22,518,,158.1331
415,Pohnpei,patch,9.33601011,9.279143324,0.002508214,0,158.1331,6.97768,22,668,,158.1331
418,Pohnpei,patch,10.20081278,10.14193461,0.000496824,0,158.1331,6.97768,22,816,,158.1331
420,Pohnpei,patch,15.25390333,15.20291168,0.008383354,0,158.1331,6.97768,22,842,,158.1331
356,Pohnpei,inner,6.126486912,6.074119162,0.00700725,0,158.13321,6.85949,12,538,,158.13321
358,Pohnpei,inner,6.283670378,6.229720094,0.005424716,0,158.13321,6.85949,12,476,,158.13321
357,Pohnpei,inner,6.486992299,6.427617299,0,0,158.13321,6.85949,12,543,,158.13321
355,Pohnpei,inner,6.756405747,6.701195416,0.00416467,0,158.13321,6.85949,12,296,,158.13321
359,Pohnpei,inner,8.970215617,8.910840617,0,0,158.13321,6.85949,12,600,,158.13321
360,Pohnpei,inner,11.66903856,11.61343718,0.003773616,0,158.13321,6.85949,12,516,,158.13321
296,Pohnpei,outer,7.014851203,6.986626763,0.03115056,0,158.14716,7.00141,2,222,,158.14716
299,Pohnpei,outer,8.120727283,8.064958476,0.00350209,0.000104102,158.14716,7.00141,2,224,,158.14716
300,Pohnpei,outer,8.190204485,8.134964854,0.00413537,0,158.14716,7.00141,2,195,,158.14716
295,Pohnpei,outer,10.68448961,11.04881387,0.423699263,0,158.14716,7.00141,2,344,,158.14716
297,Pohnpei,outer,11.78333113,11.72612255,0.00216642,0,158.14716,7.00141,2,259,,158.14716
298,Pohnpei,outer,13.09046544,13.03132406,0.000233616,0,158.14716,7.00141,2,334,,158.14716
394,Pohnpei,patch,4.382553951,4.324261248,0.001082296,0,158.15275,6.81805,18,234,,158.15275
392,Pohnpei,patch,6.753369512,6.693994512,0,0,158.15275,6.81805,18,357,,158.15275
391,Pohnpei,patch,6.966095046,6.907929127,0.00120908,0,158.15275,6.81805,18,418,,158.15275
393,Pohnpei,patch,8.321488399,8.27788914,0.015775741,0,158.15275,6.81805,18,441,,158.15275
395,Pohnpei,patch,11.19286398,11.14114946,0.007660481,0,158.15275,6.81805,18,591,,158.15275
396,Pohnpei,patch,19.50950128,19.45383947,0.003713188,0,158.15275,6.81805,18,751,,158.15275
346,Pohnpei,patch,0.2462592,0.194665346,0.007781146,0,158.15967,6.97603,10,9,,158.15967
343,Pohnpei,patch,0.78301986,0.736569132,0.012841052,8.32E-05,158.15967,6.97603,10,42,,158.15967
347,Pohnpei,patch,0.805196254,0.749748502,0.003927248,0,158.15967,6.97603,10,43,,158.15967
345,Pohnpei,patch,1.220689409,1.171139731,0.008978146,0.000847175,158.15967,6.97603,10,72,,158.15967
344,Pohnpei,patch,2.573313764,2.546988323,0.033049558,0,158.15967,6.97603,10,152,,158.15967
348,Pohnpei,patch,7.686171083,7.626957177,0.000161094,0,158.15967,6.97603,10,510,,158.15967
351,Pohnpei,inner,0.080329123,0.042718229,0.021764105,0,158.16106,6.80809,11,2,,158.16106
349,Pohnpei,inner,0.263930872,0.205047497,0.000491625,0,158.16106,6.80809,11,9,,158.16106
352,Pohnpei,inner,0.267575888,0.224832782,0.016631895,0,158.16106,6.80809,11,10,,158.16106
353,Pohnpei,inner,0.94019176,0.882279861,0.001463101,0,158.16106,6.80809,11,78,,158.16106
354,Pohnpei,inner,1.06792129,1.010830334,0.002284044,0,158.16106,6.80809,11,86,,158.16106
350,Pohnpei,inner,1.079703021,1.033538949,0.013210929,0,158.16106,6.80809,11,165,,158.16106
335,Pohnpei,outer,5.31923056,5.278309264,0.017722128,0.000731577,158.2287,6.77087,8,195,,158.2287
336,Pohnpei,outer,7.288133691,7.238725426,0.009966734,0,158.2287,6.77087,8,275,,158.2287
333,Pohnpei,outer,7.721704064,7.698410102,0.036081038,0,158.2287,6.77087,8,422,,158.2287
331,Pohnpei,outer,8.381002983,8.322687538,0,0.001059555,158.2287,6.77087,8,354,,158.2287
332,Pohnpei,outer,8.455466315,8.407105581,0.011014266,0,158.2287,6.77087,8,339,,158.2287
334,Pohnpei,outer,10.20888849,10.17343087,0.023917377,0,158.2287,6.77087,8,401,,158.2287
398,Pohnpei,patch,6.02273145,5.983493731,0.020137281,0,158.23927,7.01269,19,375,,158.23927
402,Pohnpei,patch,6.440141308,6.391055423,0.010289115,0,158.23927,7.01269,19,377,,158.23927
397,Pohnpei,patch,6.810278196,6.76357189,0.012668693,0,158.23927,7.01269,19,632,,158.23927
399,Pohnpei,patch,7.819008721,7.79332533,0.03369161,0,158.23927,7.01269,19,484,,158.23927
401,Pohnpei,patch,7.973702467,7.925432362,0.011104895,0,158.23927,7.01269,19,467,,158.23927
400,Pohnpei,patch,8.000732004,7.941390162,3.32E-05,0,158.23927,7.01269,19,608,,158.23927
412,Pohnpei,patch,5.7191064,5.675166049,0.015434649,0,158.24417,6.97583,21,673,,158.24417
413,Pohnpei,patch,5.87604038,5.824748541,0.008083162,0,158.24417,6.97583,21,805,,158.24417
411,Pohnpei,patch,6.828664416,6.770344111,0.001054695,0,158.24417,6.97583,21,725,,158.24417
409,Pohnpei,patch,7.107158117,7.09021705,0.042433934,0,158.24417,6.97583,21,776,,158.24417
414,Pohnpei,patch,8.72053115,8.685913308,0.024757158,0,158.24417,6.97583,21,755,,158.24417
410,Pohnpei,patch,10.22631099,10.17030297,0.003366981,0,158.24417,6.97583,21,716,,158.24417
365,Pohnpei,inner,2.939877914,2.880502914,0,0,158.28163,6.95431,13,170,,158.28163
364,Pohnpei,inner,6.6134205,6.5540455,0,0,158.28163,6.95431,13,294,,158.28163
366,Pohnpei,inner,7.584094303,7.525428413,0.000709109,0,158.28163,6.95431,13,639,,158.28163
362,Pohnpei,inner,11.85382733,11.79445233,0,0,158.28163,6.95431,13,645,,158.28163
363,Pohnpei,inner,13.65590681,13.59699578,0.000463969,0,158.28163,6.95431,13,643,,158.28163
361,Pohnpei,inner,15.60644293,15.56037523,0.013307306,0,158.28163,6.95431,13,636,,158.28163
405,Pohnpei,patch,2.850442566,2.804251659,0.013184093,0,158.31691,6.98906,20,424,,158.31691
403,Pohnpei,patch,3.968334655,3.922197768,0.013238113,0,158.31691,6.98906,20,704,,158.31691
407,Pohnpei,patch,8.307017929,8.247644116,1.19E-06,0,158.31691,6.98906,20,679,,158.31691
404,Pohnpei,patch,9.030141233,8.988218386,0.017452153,0,158.31691,6.98906,20,825,,158.31691
408,Pohnpei,patch,9.043702713,9.000383657,0.016055944,0,158.31691,6.98906,20,681,,158.31691
406,Pohnpei,patch,13.25407628,13.20650632,0.011805033,0,158.31691,6.98906,20,581,,158.31691
328,Pohnpei,outer,7.08192242,7.022939194,0.000391775,0,158.3286,6.98805,7,247,,158.3286
326,Pohnpei,outer,9.289230653,9.229855653,0,0,158.3286,6.98805,7,311,,158.3286
329,Pohnpei,outer,10.03413542,9.976808143,0.001808732,0.000238989,158.3286,6.98805,7,340,,158.3286
325,Pohnpei,outer,11.1042525,11.0448775,0,0,158.3286,6.98805,7,366,,158.3286
