,Island,P.locat,NP,GP,BFj,BUj,lon,lat,site,LCC,,site2
330,Pohnpei,outer,13.17663991,13.11767707,0.00039135,2.08E-05,158.3286,6.98805,7,400,,158.3286
327,Pohnpei,outer,13.82188514,13.76251014,0,0,158.3286,6.98805,7,436,,158.3286
429,Pohnpei,patch,6.85634686,6.79697186,0,0,158.32994,6.93343,24,302,,158.32994
431,Pohnpei,patch,7.706982375,7.68243126,0.034823885,0,158.32994,6.93343,24,553,,158.32994
432,Pohnpei,patch,8.560604743,8.524733095,0.023503352,0,158.32994,6.93343,24,644,,158.32994
430,Pohnpei,patch,9.018969306,8.959626573,3.23E-05,0,158.32994,6.93343,24,621,,158.32994
427,Pohnpei,patch,10.88751543,10.82881182,0.000671394,0,158.32994,6.93343,24,485,,158.32994
428,Pohnpei,patch,12.05178448,11.99267305,0.000263573,0,158.32994,6.93343,24,714,,158.32994
319,Pohnpei,outer,0.059375,0,0,0,158.3322,6.82785,6,0,,158.3322
320,Pohnpei,outer,0.059375,0,0,0,158.3322,6.82785,6,0,,158.3322
321,Pohnpei,outer,0.059375,0,0,0,158.3322,6.82785,6,0,,158.3322
322,Pohnpei,outer,0.183316905,0.328784643,0.20223631,0.002606428,158.3322,6.82785,6,27,,158.3322
323,Pohnpei,outer,0.665476218,0.619627584,0.013526366,0,158.3322,6.82785,6,30,,158.3322
324,Pohnpei,outer,5.649239853,5.604677433,0.01472936,8.32E-05,158.3322,6.82785,6,109,,158.3322
367,Pohnpei,inner,0.059375,0,0,0,158.33957,6.84803,14,0,,158.33957
370,Pohnpei,inner,1.502826567,1.443451567,0,0,158.33957,6.84803,14,62,,158.33957
369,Pohnpei,inner,1.833611016,1.780712423,0.006476407,0,158.33957,6.84803,14,63,,158.33957
368,Pohnpei,inner,2.210269839,2.155530421,0.004635583,0,158.33957,6.84803,14,166,,158.33957
372,Pohnpei,inner,2.51587436,2.465484805,0.008985445,0,158.33957,6.84803,14,347,,158.33957
371,Pohnpei,inner,8.14254602,8.083439176,0.000268156,0,158.33957,6.84803,14,305,,158.33957
290,Pohnpei,outer,6.715892879,6.656517879,0,0,158.3447,6.9183,1,211,,158.3447
289,Pohnpei,outer,7.802615779,7.743834024,0,0.000593245,158.3447,6.9183,1,267,,158.3447
292,Pohnpei,outer,7.834321498,7.774946498,0,0,158.3447,6.9183,1,281,,158.3447
294,Pohnpei,outer,8.168612734,8.109237734,0,0,158.3447,6.9183,1,269,,158.3447
293,Pohnpei,outer,8.311179825,8.254411253,0,0.002606428,158.3447,6.9183,1,265,,158.3447
291,Pohnpei,outer,9.599174,9.539799,0,0,158.3447,6.9183,1,334,,158.3447
310,Pohnpei,outer,0.131418748,0.11664,0.044596252,0,158.34975,6.84233,4,3,,158.34975
312,Pohnpei,outer,0.66271363,0.619737867,0.016399237,0,158.34975,6.84233,4,26,,158.34975
307,Pohnpei,outer,0.685858325,0.631982244,0.00549892,0,158.34975,6.84233,4,22,,158.34975
311,Pohnpei,outer,0.951583538,0.922899779,0.030691241,0,158.34975,6.84233,4,31,,158.34975
309,Pohnpei,outer,1.333062341,1.295953051,0.02226571,0,158.34975,6.84233,4,60,,158.34975
308,Pohnpei,outer,1.570231394,1.521456205,0.010599812,0,158.34975,6.84233,4,109,,158.34975
425,Pohnpei,patch,2.160516764,2.250196658,0.149054894,0,158.3539,6.864,23,157,,158.3539
421,Pohnpei,patch,2.813498038,2.767748753,0.01360491,2.08E-05,158.3539,6.864,23,130,,158.3539
424,Pohnpei,patch,3.10519107,3.1163345,0.070414328,0.000104102,158.3539,6.864,23,151,,158.3539
423,Pohnpei,patch,5.751694866,5.710852132,0.018478905,5.34E-05,158.3539,6.864,23,266,,158.3539
422,Pohnpei,patch,6.454045017,6.399335199,0.004665182,0,158.3539,6.864,23,327,,158.3539
426,Pohnpei,patch,8.350909918,8.295660335,0.004125417,0,158.3539,6.864,23,417,,158.3539
467,Kosrae,outer,1.19211674,1.15681758,0.001980932,0,162.8967,5.29927,6,184,,162.8967
465,Kosrae,outer,2.017795793,2.005327816,0.024545111,0.000267006,162.8967,5.29927,6,173,,162.8967
468,Kosrae,outer,2.136773144,2.103943752,0.0044507,0,162.8967,5.29927,6,267,,162.8967
466,Kosrae,outer,3.965106849,3.932181513,0.004026778,0.000327979,162.8967,5.29927,6,343,,162.8967
464,Kosrae,outer,5.019623624,4.988225748,0.005882217,0,162.8967,5.29927,6,268,,162.8967
463,Kosrae,outer,9.310540671,9.273520972,0.000260394,0,162.8967,5.29927,6,391,,162.8967
533,Kosrae,outer,1.422532709,1.59493278,0.209413158,0.000267006,162.90034,5.31134,17,279,,162.90034
531,Kosrae,outer,2.099376719,2.070081551,0.007984924,0,162.90034,5.31134,17,282,,162.90034
529,Kosrae,outer,2.394146431,2.363168785,0.006302447,0,162.90034,5.31134,17,433,,162.90034
530,Kosrae,outer,3.286120375,3.293463119,0.044622837,0,162.90034,5.31134,17,289,,162.90034
534,Kosrae,outer,4.678411454,5.189163915,0.548032554,0,162.90034,5.31134,17,276,,162.90034
532,Kosrae,outer,5.055577765,5.025547791,0.007250118,0,162.90034,5.31134,17,325,,162.90034
439,Kosrae,outer,4.713574331,4.681425808,0.005131569,0,162.90755,5.27876,2,300,,162.90755
441,Kosrae,outer,6.91003724,6.888960494,0.016203347,0,162.90755,5.27876,2,393,,162.90755
443,Kosrae,outer,8.327340036,8.316998282,0.026938339,0,162.90755,5.27876,2,323,,162.90755
440,Kosrae,outer,10.49007205,10.46376404,0.010972086,0,162.90755,5.27876,2,636,,162.90755
442,Kosrae,outer,10.84811886,10.81957765,0.008738881,0,162.90755,5.27876,2,451,,162.90755
444,Kosrae,outer,13.55885945,13.52870453,0.007125172,0,162.90755,5.27876,2,517,,162.90755
471,Kosrae,outer,2.041065932,2.017367334,0.013581495,0,162.93533,5.32677,7,190,,162.93533
474,Kosrae,outer,2.332093716,2.300611056,0.005797433,0,162.93533,5.32677,7,166,,162.93533
472,Kosrae,outer,2.820234466,2.797542896,0.014588523,0,162.93533,5.32677,7,239,,162.93533
469,Kosrae,outer,3.17683746,3.176601388,0.037044021,0,162.93533,5.32677,7,211,,162.93533
470,Kosrae,outer,3.253228637,3.224869702,0.007893946,0.001027212,162.93533,5.32677,7,168,,162.93533
473,Kosrae,outer,5.419578094,5.392746315,0.010448314,0,162.93533,5.32677,7,256,,162.93533
558,Kosrae,inner,3.177396614,3.159614761,0.019498239,0,162.939,5.32762,21,323,,162.939
556,Kosrae,inner,3.994088914,3.961465851,0.00465703,0,162.939,5.32762,21,313,,162.939
555,Kosrae,inner,4.558697625,4.5273206,0.005903067,0,162.939,5.32762,21,473,,162.939
557,Kosrae,inner,7.285265791,7.255018987,0.006858473,0.000174816,162.939,5.32762,21,549,,162.939
554,Kosrae,inner,11.73536995,11.70096977,0.002879917,0,162.939,5.32762,21,375,,162.939
553,Kosrae,inner,14.78273473,14.74612791,0.000406259,0.000267006,162.939,5.32762,21,670,,162.939
491,Kosrae,outer,1.553288971,1.822879531,0.306870652,0,162.94688,5.35649,10,149,,162.94688
488,Kosrae,outer,1.946481138,1.93275539,0.023554345,0,162.94688,5.35649,10,145,,162.94688
490,Kosrae,outer,2.834700333,2.827130904,0.029710664,0,162.94688,5.35649,10,125,,162.94688
492,Kosrae,outer,4.147372327,6.485976645,2.37588441,0,162.94688,5.35649,10,268,,162.94688
487,Kosrae,outer,4.806268596,4.791300232,0.022311729,0,162.94688,5.35649,10,312,,162.94688
489,Kosrae,outer,5.905761096,5.870273684,0.001792681,0,162.94688,5.35649,10,234,,162.94688
563,Kosrae,inner,4.553799611,4.543029148,0.02650963,0,162.95012,5.3458,22,203,,162.95012
560,Kosrae,inner,6.189043072,6.183795704,0.032032725,0,162.95012,5.3458,22,398,,162.95012
564,Kosrae,inner,6.655771759,6.623762543,0.005270877,0,162.95012,5.3458,22,306,,162.95012
562,Kosrae,inner,6.673564899,6.643970393,0.007685587,0,162.95012,5.3458,22,286,,162.95012
559,Kosrae,inner,12.77727004,12.75384698,0.01385704,0,162.95012,5.3458,22,585,,162.95012
561,Kosrae,inner,12.81155264,12.77554525,0.001272707,0,162.95012,5.3458,22,630,,162.95012
550,Kosrae,inner,1.373177536,1.344597456,0.008700013,0,162.95325,5.34423,20,100,,162.95325
552,Kosrae,inner,1.437829848,1.402961679,0.002411924,0,162.95325,5.34423,20,76,,162.95325
549,Kosrae,inner,3.862138592,3.828825,0.003966501,0,162.95325,5.34423,20,156,,162.95325
547,Kosrae,inner,4.55185791,4.521410741,0.006832924,0,162.95325,5.34423,20,301,,162.95325
551,Kosrae,inner,4.569179385,4.535304626,0.003405334,0,162.95325,5.34423,20,243,,162.95325
548,Kosrae,inner,5.346594964,5.318671354,0.009356483,0,162.95325,5.34423,20,268,,162.95325
575,Kosrae,inner,3.049422528,3.020760121,0.008617686,0,162.95404,5.34976,24,161,,162.95404
573,Kosrae,inner,3.911712998,3.876267815,0.00183491,0,162.95404,5.34976,24,302,,162.95404
571,Kosrae,inner,5.662516586,5.625484896,0.000248402,0,162.95404,5.34976,24,192,,162.95404
572,Kosrae,inner,5.802830742,5.769856124,0.004305475,0,162.95404,5.34976,24,370,,162.95404
576,Kosrae,inner,9.152832762,9.117066732,0.001514063,0,162.95404,5.34976,24,299,,162.95404
574,Kosrae,inner,10.64662563,10.62546442,0.016118881,0,162.95404,5.34976,24,437,,162.95404
435,Kosrae,outer,1.583076719,1.560565667,0.014769041,0,162.95673,5.26699,1,74,,162.95673
437,Kosrae,outer,2.555141085,2.526943292,0.0090823,0,162.95673,5.26699,1,133,,162.95673
433,Kosrae,outer,4.029318988,4.009981944,0.017736616,0.000206432,162.95673,5.26699,1,157,,162.95673
434,Kosrae,outer,6.076121477,6.051865834,0.013024449,0,162.95673,5.26699,1,157,,162.95673
438,Kosrae,outer,7.35890088,7.336599624,0.01479321,0.000185627,162.95673,5.26699,1,350,,162.95673
436,Kosrae,outer,8.816647616,8.786109901,0.006742377,0,162.95673,5.26699,1,462,,162.95673
570,Kosrae,inner,3.557582721,3.522380311,0.002077683,0,162.96646,5.27639,23,333,,162.96646
568,Kosrae,inner,5.350504414,5.314236184,0.001011862,0,162.96646,5.27639,23,330,,162.96646
569,Kosrae,inner,7.925836131,7.895196297,0.006640258,0,162.96646,5.27639,23,361,,162.96646
566,Kosrae,inner,12.86717885,12.86831111,0.038412352,0,162.96646,5.27639,23,639,,162.96646
565,Kosrae,inner,13.31810652,13.2862902,0.005463773,0,162.96646,5.27639,23,665,,162.96646
567,Kosrae,inner,20.68130409,20.64533082,0.001306828,0,162.96646,5.27639,23,732,,162.96646
525,Kosrae,outer,7.204630647,7.174693597,0.006555139,0.000787904,162.97695,5.36937,16,318,,162.97695
528,Kosrae,outer,9.702282343,9.667062988,0.000959996,0.001100741,162.97695,5.36937,16,270,,162.97695
526,Kosrae,outer,10.53487314,10.51281717,0.014539298,0.000684826,162.97695,5.36937,16,297,,162.97695
527,Kosrae,outer,10.87954326,10.85781727,0.014204165,0.001349942,162.97695,5.36937,16,353,,162.97695
523,Kosrae,outer,11.98860879,11.95507199,0.002039408,0.001703893,162.97695,5.36937,16,338,,162.97695
524,Kosrae,outer,14.0233021,13.98602201,0,0,162.97695,5.36937,16,440,,162.97695
445,Kosrae,outer,4.649000546,4.611720453,0,0,162.98051,5.26525,3,238,,162.98051
447,Kosrae,outer,7.762811672,7.733764521,0.008179581,5.34E-05,162.98051,5.26525,3,183,,162.98051
449,Kosrae,outer,10.30470675,10.26918787,0.00163631,0.000124907,162.98051,5.26525,3,296,,162.98051
450,Kosrae,outer,10.52136024,10.48755264,0.00347249,0,162.98051,5.26525,3,280,,162.98051
446,Kosrae,outer,14.97156616,14.9461127,0.011826638,0,162.98051,5.26525,3,366,,162.98051
448,Kosrae,outer,17.14134978,17.10492162,0.000851936,0,162.98051,5.26525,3,393,,162.98051
507,Kosrae,outer,3.015212942,3.223019086,0.245086236,0,162.98283,5.3718,13,206,,162.98283
505,Kosrae,outer,4.787180997,4.752694253,0.002793349,0,162.98283,5.3718,13,375,,162.98283
506,Kosrae,outer,5.945942271,5.913830693,0.005168515,0,162.98283,5.3718,13,343,,162.98283
508,Kosrae,outer,7.799575356,7.773967147,0.010062849,0.001609035,162.98283,5.3718,13,313,,162.98283
510,Kosrae,outer,8.510370597,8.478415559,0.005241835,8.32E-05,162.98283,5.3718,13,358,,162.98283
509,Kosrae,outer,9.518673555,9.49629796,0.014904498,0,162.98283,5.3718,13,268,,162.98283
522,Kosrae,outer,6.37830763,6.348272411,0.007244874,0,162.98364,5.26278,15,380,,162.98364
520,Kosrae,outer,6.869639353,6.857132026,0.024772765,0,162.98364,5.26278,15,318,,162.98364
518,Kosrae,outer,10.60024127,10.56593799,0.002976815,0,162.98364,5.26278,15,421,,162.98364
521,Kosrae,outer,11.00981065,10.97253056,0,0,162.98364,5.26278,15,623,,162.98364
519,Kosrae,outer,14.95541417,14.97532107,0.057186991,0,162.98364,5.26278,15,585,,162.98364
517,Kosrae,outer,19.64912061,19.6134188,0.001578291,0,162.98364,5.26278,15,589,,162.98364
540,Kosrae,outer,6.214816451,6.196960885,0.019424527,0,162.98454,5.37275,18,223,,162.98454
539,Kosrae,outer,7.535850252,7.523365703,0.024795544,0,162.98454,5.37275,18,316,,162.98454
536,Kosrae,outer,8.103937575,8.100439717,0.033782235,0,162.98454,5.37275,18,314,,162.98454
538,Kosrae,outer,8.851504714,8.819455429,0.005230808,0,162.98454,5.37275,18,328,,162.98454
535,Kosrae,outer,9.924656797,9.932191414,0.04481471,0,162.98454,5.37275,18,390,,162.98454
537,Kosrae,outer,12.04807946,12.01350939,0.00271002,0,162.98454,5.37275,18,463,,162.98454
458,Kosrae,outer,10.0604339,10.0231538,0,0,162.99699,5.37506,5,310,,162.99699
459,Kosrae,outer,10.96076891,10.94048125,0.01688833,0.000104102,162.99699,5.37506,5,340,,162.99699
457,Kosrae,outer,13.90358289,13.86850408,0.001552305,0.000648983,162.99699,5.37506,5,415,,162.99699
460,Kosrae,outer,19.87793303,19.94514232,0.104489384,0,162.99699,5.37506,5,640,,162.99699
462,Kosrae,outer,21.80516743,21.76922336,0,0.00133602,162.99699,5.37506,5,590,,162.99699
461,Kosrae,outer,21.98325451,21.94597442,0,0,162.99699,5.37506,5,575,,162.99699
456,Kosrae,outer,5.942466657,6.145936682,0.236705966,0.004044151,163.0027,5.37348,4,298,,163.0027
452,Kosrae,outer,7.131108974,7.095187404,0,0.001358522,163.0027,5.37348,4,211,,163.0027
451,Kosrae,outer,10.57206517,10.53515618,0,0.000371108,163.0027,5.37348,4,406,,163.0027
453,Kosrae,outer,11.10785246,11.20441032,0.131584593,0.002253359,163.0027,5.37348,4,376,,163.0027
455,Kosrae,outer,11.23245526,11.55103512,0.353252939,0.002607022,163.0027,5.37348,4,388,,163.0027
454,Kosrae,outer,13.44122672,13.40989105,0.003285854,0.002658575,163.0027,5.37348,4,463,,163.0027
500,Kosrae,outer,0.042648154,0.006704082,0,0.00133602,163.02065,5.27187,12,0,,163.02065
503,Kosrae,outer,0.049035195,0.011755102,0,0,163.02065,5.27187,12,0,,163.02065
499,Kosrae,outer,0.052527515,0.015247423,0,0,163.02065,5.27187,12,0,,163.02065
502,Kosrae,outer,0.573607743,0.540004978,0.003677328,0,163.02065,5.27187,12,56,,163.02065
504,Kosrae,outer,0.990508991,0.957393447,0.004164549,0,163.02065,5.27187,12,44,,163.02065
501,Kosrae,outer,3.903058132,3.882525567,0.015716604,0.001030924,163.02065,5.27187,12,187,,163.02065
545,Kosrae,inner,0.08409459,0.046814497,0,0,163.02315,5.32558,19,2,,163.02315
546,Kosrae,inner,1.344275898,1.306995805,0,0,163.02315,5.32558,19,75,,163.02315
543,Kosrae,inner,2.608919676,2.571639583,0,0,163.02315,5.32558,19,123,,163.02315
542,Kosrae,inner,4.871783122,4.834503029,0,0,163.02315,5.32558,19,248,,163.02315
544,Kosrae,inner,6.115919871,6.087291892,0.008652113,0,163.02315,5.32558,19,138,,163.02315
541,Kosrae,inner,13.84594129,13.80869135,3.01E-05,0,163.02315,5.32558,19,636,,163.02315
494,Kosrae,outer,0.084053841,0.051855241,0.005081493,0,163.03059,5.28791,11,13,,163.03059
495,Kosrae,outer,0.418638788,0.381358696,0,0,163.03059,5.28791,11,211,,163.03059
497,Kosrae,outer,1.109753307,1.115231224,0.041211636,0.001546373,163.03059,5.28791,11,413,,163.03059
493,Kosrae,outer,1.359344222,1.33051995,0.008455821,0,163.03059,5.28791,11,29,,163.03059
498,Kosrae,outer,2.686413037,2.64978449,0.000651545,0,163.03059,5.28791,11,414,,163.03059
496,Kosrae,outer,4.947437917,4.963834545,0.053676721,0,163.03059,5.28791,11,309,,163.03059
514,Kosrae,outer,8.10803771,8.071406601,0,0.000648983,163.03365,5.33899,14,232,,163.03365
513,Kosrae,outer,8.233657796,8.196377703,0,0,163.03365,5.33899,14,275,,163.03365
515,Kosrae,outer,8.587350235,8.552777359,0,0.002707217,163.03365,5.33899,14,269,,163.03365
512,Kosrae,outer,8.719817425,8.6833773,0.000403585,0.000436383,163.03365,5.33899,14,281,,163.03365
511,Kosrae,outer,9.069521427,9.034968298,0.002552147,0.000174816,163.03365,5.33899,14,294,,163.03365
516,Kosrae,outer,9.309149454,9.280264312,0.005241831,0.003153119,163.03365,5.33899,14,266,,163.03365
486,Kosrae,outer,4.021047746,3.984288552,0,0.000520898,163.03645,5.32721,9,129,,163.03645
485,Kosrae,outer,6.897226111,6.860898998,0,0.00095298,163.03645,5.32721,9,280,,163.03645
484,Kosrae,outer,8.127585542,8.099052351,0.000173827,0.008573075,163.03645,5.32721,9,272,,163.03645
481,Kosrae,outer,8.938924795,8.907229261,0,0.005584558,163.03645,5.32721,9,287,,163.03645
482,Kosrae,outer,9.176102763,9.143882555,0,0.005059885,163.03645,5.32721,9,333,,163.03645
483,Kosrae,outer,10.06780415,10.03610642,0.001919409,0.003662956,163.03645,5.32721,9,343,,163.03645
475,Kosrae,outer,4.495606018,4.458325925,0,0,163.03798,5.31259,8,166,,163.03798
478,Kosrae,outer,5.334004615,5.297156603,0,0.000432081,163.03798,5.31259,8,198,,163.03798
477,Kosrae,outer,6.955834005,6.919092717,0,0.000538804,163.03798,5.31259,8,232,,163.03798
479,Kosrae,outer,7.078116264,7.044224313,0,0.003388142,163.03798,5.31259,8,224,,163.03798
476,Kosrae,outer,7.139102352,7.101822259,0,0,163.03798,5.31259,8,260,,163.03798
480,Kosrae,outer,8.439926344,8.402913257,0,0.000267006,163.03798,5.31259,8,351,,163.03798
723,Majuro,outer,0.578281871,0.559192235,0.046199716,0,171.03296,7.16667,3,22,,171.03296
721,Majuro,outer,2.23432867,2.176987369,0.006075195,0.001872856,171.03296,7.16667,3,102,,171.03296
725,Majuro,outer,2.866757569,2.817384888,0.015916671,0,171.03296,7.16667,3,121,,171.03296
724,Majuro,outer,5.441622009,5.400811921,0.024458459,2.08E-05,171.03296,7.16667,3,294,,171.03296
722,Majuro,outer,5.629957988,5.594098466,0.029143301,0.000286529,171.03296,7.16667,3,207,,171.03296
726,Majuro,outer,8.737795969,8.689115163,0.016608546,0,171.03296,7.16667,3,291,,171.03296
727,Majuro,outer,1.020514723,0.977370508,0.012686458,0.009458679,171.03441,7.16987,4,66,,171.03441
728,Majuro,outer,1.43591826,1.372786261,0.002049093,0.00010826,171.03441,7.16987,4,72,,171.03441
729,Majuro,outer,2.930881247,2.906651163,0.041059268,0,171.03441,7.16987,4,119,,171.03441
732,Majuro,outer,3.063727749,3.005519921,0.007081524,0,171.03441,7.16987,4,122,,171.03441
730,Majuro,outer,3.307550927,3.264195207,0.021933632,0,171.03441,7.16987,4,135,,171.03441
731,Majuro,outer,3.640862363,3.626399591,0.048007975,0.002818604,171.03441,7.16987,4,135,,171.03441
783,Majuro,patch,2.921593219,2.86566831,0.009364443,0,171.05072,7.1868,13,83,,171.05072
781,Majuro,patch,3.192783159,3.164815905,0.037322098,0,171.05072,7.1868,13,179,,171.05072
786,Majuro,patch,4.389633323,4.327332494,0.002988523,0,171.05072,7.1868,13,172,,171.05072
785,Majuro,patch,6.273467595,6.270816785,0.062638541,0,171.05072,7.1868,13,312,,171.05072
784,Majuro,patch,8.492730372,8.431956625,0.004515604,0,171.05072,7.1868,13,466,,171.05072
782,Majuro,patch,9.389635819,9.331552458,0.007205991,0,171.05072,7.1868,13,535,,171.05072
736,Majuro,outer,3.996946716,3.941381485,0.009566656,0.000157464,171.0519,7.1198,5,99,,171.0519
738,Majuro,outer,4.118483806,4.057309126,0.00214695,0.001967721,171.0519,7.1198,5,158,,171.0519
734,Majuro,outer,4.901392156,4.838981169,0.002878365,0,171.0519,7.1198,5,256,,171.0519
733,Majuro,outer,5.99132494,5.936608259,0.003210649,0.007362022,171.0519,7.1198,5,181,,171.0519
735,Majuro,outer,8.689543443,8.624892194,0.000142919,0.000495184,171.0519,7.1198,5,230,,171.0519
737,Majuro,outer,9.864020914,9.812539195,0.013321553,0.00048608,171.0519,7.1198,5,201,,171.0519
764,Majuro,outer,5.055812389,5.061734803,0.071211766,0,171.05417,7.21861,10,227,,171.05417
767,Majuro,outer,5.468674057,6.110222527,0.705758556,0.001079266,171.05417,7.21861,10,298,,171.05417
768,Majuro,outer,6.344717152,6.310290875,0.030459248,0.000403826,171.05417,7.21861,10,268,,171.05417
765,Majuro,outer,9.617117995,9.591555139,0.039494866,0.00023163,171.05417,7.21861,10,300,,171.05417
766,Majuro,outer,12.09011086,12.03469142,0.009712444,0.000157464,171.05417,7.21861,10,359,,171.05417
763,Majuro,outer,13.71977777,13.66694624,0.012404467,5.34E-05,171.05417,7.21861,10,328,,171.05417
719,Majuro,outer,4.617911825,4.552769458,9.36E-05,5.34E-05,171.06998,7.22336,2,175,,171.06998
720,Majuro,outer,9.883624367,9.818713674,0.000111653,0.000267006,171.06998,7.22336,2,292,,171.06998
715,Majuro,outer,9.889149014,9.826833231,0.002973569,0,171.06998,7.22336,2,411,,171.06998
716,Majuro,outer,10.18683889,10.12181473,0.000265193,0,171.06998,7.22336,2,306,,171.06998
717,Majuro,outer,11.04297276,10.97814275,0.00045934,0,171.06998,7.22336,2,385,,171.06998
718,Majuro,outer,11.7731557,11.70804519,0.000178847,0,171.06998,7.22336,2,405,,171.06998
846,Majuro,patch,3.304898654,3.241576,0.001966697,0,171.07152,7.20099,23,206,,171.07152
841,Majuro,patch,3.545125551,3.497419909,0.01758371,0,171.07152,7.20099,23,275,,171.07152
844,Majuro,patch,5.89537007,5.865098628,0.035017909,0,171.07152,7.20099,23,395,,171.07152
842,Majuro,patch,7.054788204,7.085854996,0.096356144,0,171.07152,7.20099,23,354,,171.07152
845,Majuro,patch,7.654351505,7.595847412,0.006785259,0,171.07152,7.20099,23,579,,171.07152
843,Majuro,patch,10.46052906,10.425427,0.030187292,0,171.07152,7.20099,23,521,,171.07152
805,Majuro,patch,1.930557243,1.869485549,0.004217658,0,171.08168,7.1139,17,211,,171.08168
810,Majuro,patch,5.802400484,5.741391276,0.004280144,0,171.08168,7.1139,17,532,,171.08168
806,Majuro,patch,9.294798273,9.230022751,0.00051383,0,171.08168,7.1139,17,535,,171.08168
809,Majuro,patch,10.0213852,9.95666285,0.000567006,0,171.08168,7.1139,17,915,,171.08168
808,Majuro,patch,14.00287489,13.93800869,0.000423148,0,171.08168,7.1139,17,635,,171.08168
807,Majuro,patch,15.73662291,15.67317176,0.001838199,0,171.08168,7.1139,17,705,,171.08168
823,Majuro,patch,0.160923745,0.09736174,0.001727347,0,171.0903,7.10907,20,5,,171.0903
824,Majuro,patch,0.318598153,0.259869617,0.006560815,0,171.0903,7.10907,20,11,,171.0903
825,Majuro,patch,0.64215596,0.578560953,0.001694345,0,171.0903,7.10907,20,33,,171.0903
828,Majuro,patch,0.649247703,0.588242682,0.004284331,0,171.0903,7.10907,20,30,,171.0903
827,Majuro,patch,1.254016851,1.18900297,0.000275471,0,171.0903,7.10907,20,69,,171.0903
826,Majuro,patch,3.915889542,3.854057895,0.003457705,0,171.0903,7.10907,20,167,,171.0903
791,Majuro,patch,2.67953748,2.620584604,0.006336476,0,171.10275,7.10289,14,625,,171.10275
792,Majuro,patch,7.28365321,7.218824545,0.000460687,0,171.10275,7.10289,14,543,,171.10275
789,Majuro,patch,7.450285773,7.386879893,0.001883473,0,171.10275,7.10289,14,482,,171.10275
787,Majuro,patch,8.934599808,8.874895728,0.005585271,0,171.10275,7.10289,14,414,,171.10275
790,Majuro,patch,9.96690647,9.902403097,0.000785979,0,171.10275,7.10289,14,848,,171.10275
788,Majuro,patch,10.03382335,9.973241369,0.004707372,0,171.10275,7.10289,14,343,,171.10275
815,Majuro,patch,7.375017411,7.31955049,0.00982243,0,171.12164,7.1754,18,173,,171.12164
814,Majuro,patch,11.63287752,11.5884445,0.020856334,0,171.12164,7.1754,18,233,,171.12164
811,Majuro,patch,12.42209739,12.36548924,0.008681206,0,171.12164,7.1754,18,304,,171.12164
812,Majuro,patch,17.1257385,17.08113729,0.020688149,0,171.12164,7.1754,18,386,,171.12164
816,Majuro,patch,18.60746212,18.54554745,0.003374676,0,171.12164,7.1754,18,398,,171.12164
813,Majuro,patch,23.94777564,23.88943604,0.00694976,0,171.12164,7.1754,18,606,,171.12164
803,Majuro,patch,4.334452324,4.275987561,0.006824589,0,171.14006,7.16947,16,116,,171.14006
802,Majuro,patch,6.902911399,6.843017306,0.005395259,0,171.14006,7.16947,16,189,,171.14006
801,Majuro,patch,8.394047222,8.346876064,0.018118194,0,171.14006,7.16947,16,346,,171.14006
804,Majuro,patch,16.99669859,16.93600748,0.004598251,0,171.14006,7.16947,16,707,,171.14006
799,Majuro,patch,17.91198997,17.85471148,0.008010861,0,171.14006,7.16947,16,592,,171.14006
800,Majuro,patch,22.25340951,22.1946286,0.006508439,0,171.14006,7.16947,16,703,,171.14006
753,Majuro,outer,4.588162756,4.526638251,0,0.003764847,171.14678,7.08234,8,155,,171.14678
754,Majuro,outer,5.842757937,5.787446578,0.009439824,0.000538169,171.14678,7.08234,8,132,,171.14678
756,Majuro,outer,6.125481645,6.068467994,0.008171598,0.000104102,171.14678,7.08234,8,311,,171.14678
751,Majuro,outer,6.865070141,6.84206808,0.040141752,0.002145539,171.14678,7.08234,8,200,,171.14678
752,Majuro,outer,9.256164569,9.223042391,0.031775262,0.000391913,171.14678,7.08234,8,207,,171.14678
755,Majuro,outer,10.49057846,10.43052525,0.002626146,0.002609993,171.14678,7.08234,8,240,,171.14678
740,Majuro,outer,3.809815391,3.755026637,0.010500598,0,171.16357,7.17096,6,98,,171.16357
741,Majuro,outer,4.23308042,4.173519305,0.005728236,0,171.16357,7.17096,6,164,,171.16357
742,Majuro,outer,4.687017469,4.633688264,0.011960147,0,171.16357,7.17096,6,130,,171.16357
744,Majuro,outer,5.054865884,5.049026031,0.059449499,0,171.16357,7.17096,6,229,,171.16357
739,Majuro,outer,5.146936307,5.086229465,0.00458251,0,171.16357,7.17096,6,159,,171.16357
743,Majuro,outer,7.325617149,7.264977372,0.004649575,0,171.16357,7.17096,6,342,,171.16357
779,Majuro,patch,1.478722039,1.418846462,0.005413775,0,171.16678,7.14807,12,70,,171.16678
776,Majuro,patch,1.665325279,1.611665972,0.011630045,0,171.16678,7.14807,12,77,,171.16678
775,Majuro,patch,5.402346961,5.343047998,0.005990388,0,171.16678,7.14807,12,237,,171.16678
778,Majuro,patch,7.001624273,6.968462104,0.025442117,0.006685067,171.16678,7.14807,12,284,,171.16678
780,Majuro,patch,11.44736524,11.40533112,0.023255226,0,171.16678,7.14807,12,445,,171.16678
777,Majuro,patch,12.3585161,12.31033418,0.017107425,0,171.16678,7.14807,12,485,,171.16678
